node1,node2,network
566064,420216,1
566064,101097,1
566064,340183,1
566064,1447077,1
566064,664045,1
566064,1179281,1
566064,787210,1
566064,191086,1
566064,1235142,1
566064,1339513,1
566064,643165,1
566064,114986,1
566064,298202,1
609152,433468,1
609152,471443,1
609152,64627,1
609152,523828,1
609152,1340322,1
609152,1411466,1
609152,1582134,1
609152,97665,1
609152,519480,1
609152,1444756,1
609152,1537024,1
609152,1084369,1
609152,219939,1
609152,254618,1
609152,1558940,1
610222,419924,1
610222,773653,1
610222,699877,1
610222,84291,1
610222,895097,1
610222,602368,1
610222,685980,1
610222,1085239,1
610222,1236140,1
610222,854349,1
610222,947846,1
610222,229045,1
610222,1015293,1
617591,1196539,1
617591,892350,1
617591,63076,1
617591,822251,1
617591,101097,1
617591,265862,1
617591,1041988,1
617591,557870,1
617591,1581139,1
617591,852417,1
617591,34749,1
617591,175765,1
617591,858966,1
617591,1564916,1
617591,575908,1
617591,262704,1
617591,187181,1
617591,1507424,1
617591,88757,1
617591,1139535,1
617591,214466,1
617591,77291,1
