node1,node2,network
23665,610714,1
23665,540660,1
23665,1354518,1
23665,362045,1
30338,968037,1
30338,1401524,1
30338,1484309,1
30338,617591,1
30338,736671,1
30338,393508,1
30338,526741,1
30338,1280763,1
30338,166486,1
30338,1486568,1
30338,299449,1
30338,1127550,1
30338,762585,1
30338,1457353,1
30338,465471,1
30338,1372958,1
30338,879248,1
30338,8692,1
30338,806300,1
30338,102647,1
30338,136543,1
62237,408227,1
62237,577168,1
62237,1496427,1
62237,194682,1
62237,239018,1
62237,1508873,1
62237,450691,1
62237,348620,1
62237,668330,1
62237,211367,1
62237,380878,1
62237,1210344,1
62237,474956,1
62237,1528338,1
62237,424070,1
62237,1325055,1
62237,171221,1
62237,1063520,1
62237,515372,1
62237,395566,1
62237,1346514,1
62237,1147201,1
62237,1351758,1
62237,1370331,1
62237,933638,1
62237,376723,1
62237,310874,1
62237,965981,1
62237,1417595,1
62237,431866,1
62237,120858,1
62237,570058,1
62237,1432031,1
62237,1252174,1
62237,1191343,1
62237,814185,1
62237,1168101,1
62237,1336126,1
62237,1435652,1
62237,681970,1
62237,574836,1
62237,1214443,1
62237,939395,1
62237,200366,1
62237,1078351,1
62237,1077378,1
88371,872456,1
88371,828718,1
88371,423189,1
88371,1580526,1
88371,892462,1
88371,39557,1
88371,1112883,1
88371,253520,1
88371,1169674,1
88371,1043625,1
88371,36179,1
88371,269280,1
88371,1047493,1
88371,1554963,1
88371,1279393,1
88371,586592,1
88371,1164742,1
88371,1374428,1
167183,705197,1
167183,817554,1
167183,278225,1
167183,1533944,1
167183,1156709,1
167183,1336732,1
167183,1534549,1
167183,421193,1
167183,153152,1
167183,963499,1
167183,1142180,1
167183,323212,1
167183,1189638,1
167183,952991,1
167183,131417,1
203754,277514,1
203754,832236,1
247517,273004,1
247517,1561589,1
247517,968938,1
247517,485405,1
247517,1587230,1
247517,1291076,1
247517,1437855,1
247517,1458781,1
247517,191341,1
247517,423014,1
247517,452329,1
247517,1173396,1
265690,90645,1
265690,1367849,1
265690,1191623,1
265690,1102889,1
265690,930374,1
265690,514789,1
265690,1371075,1
265690,1201920,1
265690,1333513,1
265690,1450931,1
265690,766820,1
265690,484291,1
265690,848139,1
265690,1309086,1
276316,885976,1
276316,585303,1
276316,845209,1
276316,165025,1
276316,1044791,1
276316,172161,1
288856,965981,1
288856,1325055,1
288856,515372,1
288856,171221,1
288856,399298,1
288856,194682,1
288856,380878,1
288856,1214443,1
288856,1410249,1
288856,239018,1
288856,36324,1
288856,956841,1
288856,1077378,1
288856,1305752,1
288856,1346514,1
288856,1570818,1
288856,997648,1
288856,631213,1
288856,1435652,1
288856,200366,1
288856,290348,1
288856,939395,1
288856,348620,1
288856,1528338,1
288856,523921,1
288856,1067123,1
288856,794595,1
288856,1508873,1
317273,40314,1
348620,1528338,1
348620,965981,1
348620,1189880,1
348620,1210344,1
348620,1336126,1
348620,668330,1
348620,380878,1
348620,1432031,1
348620,515372,1
348620,239018,1
348620,1065888,1
348620,1496427,1
348620,1252174,1
348620,405153,1
348620,1370331,1
348620,194682,1
348620,310874,1
348620,1346514,1
348620,1325055,1
348620,431866,1
348620,424070,1
348620,450691,1
348620,171221,1
348620,1168101,1
348620,939395,1
348620,681970,1
348620,1508873,1
348620,120858,1
348620,577168,1
348620,1305752,1
348620,408227,1
348620,570058,1
348620,1191343,1
348620,933638,1
348620,1351758,1
348620,211367,1
348620,290348,1
348620,26273,1
348620,631213,1
348620,1570818,1
348620,1147201,1
348620,1435652,1
348620,403669,1
349748,326982,1
349748,1366522,1
349748,551517,1
349748,267767,1
349748,400472,1
349748,1011604,1
349748,1456079,1
349748,1412903,1
378685,299449,1
378685,1582719,1
378685,1249504,1
378685,1372958,1
378685,1280763,1
378685,1127550,1
378685,772390,1
378685,407340,1
378685,1015952,1
378685,1484309,1
378685,574656,1
378685,1441410,1
378685,8718,1
378685,562725,1
378685,770864,1
378685,1153376,1
378685,102647,1
378685,1072189,1
378685,1095208,1
378685,229877,1
378685,1095393,1
379958,493192,1
379958,742709,1
379958,1217335,1
379958,1547708,1
379958,765402,1
379958,1462236,1
379958,1332366,1
379958,302063,1
379958,887105,1
379958,277197,1
379958,947573,1
385167,1549839,1
385167,1119025,1
385167,1269852,1
385167,873913,1
385167,435262,1
385167,673976,1
385167,524083,1
385167,1226956,1
385167,1433743,1
399167,871892,1
399167,1099272,1
399167,1319330,1
399167,1222901,1
408227,1432031,1
408227,1496427,1
408227,380878,1
408227,1346514,1
408227,120858,1
408227,577168,1
408227,310874,1
408227,26273,1
408227,1336126,1
408227,194682,1
408227,1078351,1
408227,431866,1
408227,1063520,1
408227,515372,1
408227,1210344,1
408227,239018,1
408227,965981,1
408227,1325055,1
408227,1214443,1
408227,450691,1
408227,1508873,1
408227,681970,1
408227,1351758,1
408227,814185,1
408227,290348,1
408227,211367,1
408227,933638,1
408227,424070,1
408227,1370331,1
408227,939395,1
408227,668330,1
422918,411177,1
422918,897382,1
422918,441439,1
422918,647633,1
422918,1151568,1
450691,515372,1
450691,1210344,1
450691,1496427,1
450691,1325055,1
450691,399298,1
450691,1370331,1
450691,1346514,1
450691,474956,1
450691,405153,1
450691,431866,1
450691,1432031,1
450691,194682,1
450691,120858,1
450691,1508873,1
450691,1351758,1
450691,171221,1
450691,1417595,1
450691,290348,1
450691,424070,1
450691,1336126,1
450691,668330,1
450691,814185,1
450691,239018,1
450691,380878,1
450691,310874,1
450691,1168101,1
450691,933638,1
450691,1528338,1
450691,1191343,1
450691,1252174,1
450691,211367,1
450691,1063520,1
450691,956841,1
450691,681970,1
450691,523921,1
450691,1067123,1
450691,577168,1
450691,403669,1
450691,574836,1
450691,1065888,1
457073,1067883,1
457073,356718,1
457073,239188,1
457073,1219728,1
457073,892251,1
457073,421037,1
457073,861505,1
463792,633173,1
463792,418953,1
463792,987150,1
463792,1152294,1
463792,337431,1
463792,1191476,1
463792,1020974,1
463792,1468744,1
463792,852853,1
463792,617189,1
463792,1053551,1
463792,369484,1
463792,1304146,1
500739,924378,1
500739,836471,1
500739,1037001,1
500739,552131,1
500739,1144898,1
500739,1434743,1
500739,560952,1
500739,1368592,1
500739,1538827,1
500739,1313736,1
500739,243296,1
500739,623317,1
523921,1325055,1
523921,310874,1
523921,1435652,1
523921,1570818,1
523921,939395,1
523921,380878,1
523921,200366,1
523921,405153,1
523921,71456,1
523921,194682,1
523921,1370331,1
523921,1346514,1
523921,36324,1
523921,1404360,1
523921,474956,1
523921,753897,1
523921,828225,1
523921,574836,1
523921,26273,1
523921,631213,1
523921,156665,1
523921,1067123,1
523921,1496427,1
523921,794595,1
523921,1077378,1
548930,1420102,1
548930,1447121,1
548930,479047,1
548930,897348,1
548930,305833,1
548930,1061591,1
548930,487653,1
548930,159893,1
548930,1290290,1
548930,1222298,1
548930,341406,1
548930,1205191,1
548930,1342039,1
548930,1485890,1
548930,1075063,1
555264,461118,1
555264,1292197,1
555264,359796,1
555264,887105,1
555264,687217,1
555264,1462236,1
555264,661498,1
555264,836153,1
555264,317685,1
555264,1414480,1
555264,1074630,1
566064,194682,1
566064,453050,1
566064,216681,1
566064,742089,1
566064,486969,1
566064,1289168,1
566064,828225,1
566064,1072189,1
566064,562725,1
566064,1077378,1
566064,997648,1
566064,51429,1
566064,200366,1
566064,448169,1
566064,290580,1
566064,376723,1
566064,1404360,1
566064,299343,1
566064,649626,1
566064,1508488,1
566064,166486,1
566064,1147201,1
566064,720419,1
566064,405153,1
609152,337896,1
609152,305833,1
609152,1061591,1
609152,1205191,1
609152,522655,1
609152,1465706,1
609152,1450856,1
609152,8772,1
609152,1312458,1
609152,1266194,1
609152,257250,1
609152,159893,1
609152,778808,1
609152,1481784,1
610222,61893,1
610222,487654,1
610222,987077,1
610222,1293357,1
610222,352326,1
610222,1205721,1
610222,968938,1
610222,1557703,1
610222,337431,1
610222,1107683,1
610222,560952,1
610222,899130,1
617591,229877,1
617591,968037,1
617591,202346,1
617591,1127550,1
617591,1401524,1
617591,1365441,1
617591,997648,1
617591,407340,1
617591,1015952,1
617591,299343,1
617591,1372958,1
617591,1072498,1
617591,1582719,1
617591,853692,1
617591,1095393,1
617591,926744,1
617591,1280763,1
654815,145963,1
654815,517376,1
654815,1456957,1
654815,1124000,1
654815,674679,1
672543,512017,1
672543,15545,1
672543,1419523,1
672543,690907,1
672543,452236,1
