node1,node2
826959,437070
826959,812127
826959,805053
826959,693740
826959,1546330
826959,457527
826959,1193048
826959,1341525
826959,381315
826959,242972
826959,31656
826959,1497061
826959,1469991
826959,390983
826959,1129772
826959,3504
826959,1372586
826959,228277
826959,733142
826959,1001133
944246,614891
944246,1264013
944246,189685
944246,11577
944246,1354211
944246,1034542
944246,368163
944246,228277
944246,1436707
944246,671840
944246,571176
944246,807154
944246,1556835
944246,374336
944246,524083
944246,111222
944246,1580675
944246,1331495
944246,67596
944246,11854
1115669,1328752
1115669,323161
1115669,406832
1115669,1379246
1115669,1292614
1115669,1350904
1115669,284135
1115669,1110503
1115669,989434
1115669,1165757
1115669,1123862
1115669,959604
1115669,1169743
1115669,494068
1115669,1394242
1178233,393000
1178233,585183
1178233,226854
1178233,1077760
1178233,1203522
1178233,806127
1178233,805053
1178233,82530
1178233,1314668
1178233,256671
1178233,569305
1178233,1178617
1178233,581571
1225712,162790
1225712,1436802
1225712,951418
1341525,761246
1341525,97672
1341525,516803
1341525,1451178
1341525,934838
1341525,223982
1341525,644322
1341525,1482802
1341525,229637
1341525,985552
1341525,351932
1341525,1413318
1341525,1455914
1341525,1511370
1341525,290801
1341525,457527
1341525,159098
1341525,240621
1341525,880423
1341525,1372586
1341525,1058639
1341525,700530
1341525,1338486
1341525,1420488
1341525,44319
1341525,392886
1341525,653544
1341525,639151
1341525,732094
1341525,118645
1341525,226854
1341525,963571
1341525,36879
1341525,854884
1341525,1077760
1341525,1018063
1341525,710986
1341525,445704
1341525,554000
1341525,395566
1341525,503051
1341525,448071
1341525,1129772
1341525,1476360
1341525,37630
1341525,325827
1341525,1413579
1341525,305710
1341525,948985
1341525,1041796
1341525,945424
1341525,517376
1341525,1209831
1341525,781666
1341525,1339474
1419451,74162
1419451,557414
1419451,868946
1419451,1548373
1419451,678556
1419451,152997
1419451,118390
1419451,1171341
1419451,1264584
1419451,1551085
1419451,7534
1436802,518159
1476360,1338486
1476360,267955
1476360,1478992
1476360,950421
1476360,614891
1476360,1319614
1476360,675035
1476360,535428
1476360,1292886
1476360,72705
1476360,122853
1476360,1546330
1476360,1265600
1476360,305710
1476360,1176618
1476360,1234378
1476360,416771
1546330,1236499
1546330,844241
1546330,1107620
1546330,1067683
1546330,1111208
1546330,1331361
1546330,667477
1546330,1379246
1546330,1499403
1546330,1542031
1546330,976963
1546330,289128
1546330,1420398
1546330,886616
1546330,1372586
1546330,1133386
1546330,414417
2079,833551
2079,972887
2079,979919
2079,1042195
2079,1365367
833551,41844
833551,743494
833551,299310
833551,890614
833551,1365367
979919,80841
979919,612139
979919,1217141
1042195,467425
1042195,1130285
1042195,1252345
1365367,299310
2237,494068
2237,256671
2237,395566
2237,129454
2237,11577
2237,1067683
2237,729107
2237,1135279
2237,310888
2237,675367
2237,779194
2237,840189
2237,210692
2237,1071915
2237,33325
2237,330434
2237,1499403
2237,1177720
53028,216315
53028,572409
53028,756569
53028,410087
53028,1534204
53028,225146
53028,1316177
364867,331070
364867,1168258
364867,1191916
364867,1074817
402555,1413209
402555,1154230
402555,352613
402555,790701
402555,1007050
402555,998190
402555,891043
402555,111222
402555,977278
402555,806127
402555,625243
402555,1368815
402555,744364
402555,1551084
402555,284379
402555,1355780
402555,71442
402555,54647
518400,715607
518400,1368815
518400,1554289
518400,588611
518400,524083
518400,389055
518400,1416184
518400,324877
518400,163536
518400,866781
518400,303542
569305,10152
569305,937070
569305,1416184
569305,382836
569305,1531296
569305,459610
569305,273554
569305,929014
569305,59297
569305,465256
569305,1111208
569305,1556835
569305,1459583
569305,264593
569305,1496225
569305,1094088
720388,187118
720388,216315
720388,388433
720388,572409
720388,147564
720388,30632
720388,310893
720388,557414
886616,1344369
886616,459610
886616,155987
886616,499454
886616,436502
886616,277913
886616,615569
886616,54647
886616,111222
886616,237628
886616,284379
886616,390983
886616,1046888
886616,460372
886616,1499403
886616,1558275
886616,437666
886616,1007004
886616,1339675
886616,52286
886616,625619
886616,1451178
886616,608389
886616,1440786
886616,802661
886616,1353435
886616,985552
886616,554949
886616,900046
923066,540054
923066,1551084
923066,109514
923066,1133386
923066,71989
923066,1561911
923066,623579
923066,962111
923066,1354211
923066,1046888
923066,951149
923066,1482802
923066,479047
937070,524083
937070,1093800
937070,1156662
937070,267335
937070,1262495
937070,653544
937070,1201999
937070,156665
937070,802661
937070,1397788
937070,1437830
937070,845849
937070,693740
937070,612565
1029248,1082316
1029248,381386
1029248,39474
1029248,537414
1029248,101929
1029248,1082711
1029248,352043
1029248,46959
1109907,384419
1109907,1507159
1109907,1152770
1109907,694620
1109907,1096597
1109907,264924
1109907,116669
1109907,713816
1109907,595272
1109907,911203
1254924,733816
1254924,1191090
1254924,1169743
1254924,1309629
1254924,1119176
1254924,1017907
1254924,1025998
1254924,1551084
1254924,1582514
1254924,97672
1254924,1560630
1254924,109514
1254924,736047
1254924,445704
1338486,1127959
1338486,974037
1338486,277913
1338486,1261231
1338486,1092844
1338486,1151568
1338486,531033
1338486,1331931
1338486,479047
1338486,1203522
1338486,675035
1338486,1420987
1338486,771454
1338486,1239782
1338486,853209
1338486,710986
1338486,1128462
1338486,67497
1338486,588861
1338486,1319614
1338486,1028204
1338486,460372
1338486,900866
1338486,845849
1338486,1105713
1338486,1018063
1338486,1552800
1338486,503051
1338486,461118
1338486,815213
1338486,466587
1338486,434348
1338486,756614
1338486,294612
1338486,46494
1338486,823144
1338500,1018063
1338500,253616
1338500,1437830
1338500,1204568
1338500,46494
1338500,776769
1338500,1294647
1338500,457693
1338500,1339474
1338500,1040099
1338500,621969
1338500,1301974
1338500,728954
1359217,1201999
1359217,248505
1359217,1270558
1359217,608389
1359217,395566
1359217,579622
1359217,137540
1359217,437666
1359217,776769
1359217,804991
1359217,794291
1359217,223982
1359217,1165757
1359217,1292886
1359217,33375
1359217,1356292
1359217,114437
1359217,1119176
1359217,408054
1359217,649512
1360494,981205
1360494,1388111
1360494,1087507
1360494,995151
1360494,1110503
1360494,612565
1360494,962895
1360494,248505
1360494,900046
1360494,1482802
1360494,72705
1360494,289831
1360494,59297
1360494,156665
1360494,206637
1360494,812127
1360494,388315
1360494,820906
1360494,579622
1360494,337779
1422026,30544
1422026,1265600
1422026,720915
1422026,883275
1422026,726480
1422026,457527
1422026,1123862
1422026,1354211
1422026,135502
1422026,540054
1422026,264593
1422026,474656
1422026,1353435
1422026,732094
1422026,257551
1422026,1241472
1422026,337779
1422026,337431
1422026,1107024
1422026,611695
1422026,256596
1422026,1041716
1422026,701663
1422026,887548
1422026,1183717
1422026,1129772
1422026,1105713
1422026,357866
1422026,995680
1422026,75936
1422026,932620
1422026,675035
1422026,133979
1422026,1339474
1422026,1041796
1422026,801705
1422026,11854
1508729,1403213
1508729,374336
1508729,693740
1508729,1146144
1508729,248616
1508729,123372
1508729,410266
1508729,572334
1508729,517376
1508729,726480
1508729,267767
2258,61507
2258,1341609
2258,804680
2258,1170591
2258,1459914
2258,65082
61507,236510
61507,112980
61507,1129290
226854,1482802
226854,277913
226854,732094
226854,1560103
226854,1191201
226854,989434
226854,421088
226854,812127
226854,29239
226854,612386
226854,248616
226854,804991
226854,156114
226854,257551
226854,253616
226854,246162
226854,1129772
226854,535428
226854,113517
226854,618693
226854,499454
226854,964323
226854,265970
226854,152709
226854,1331931
226854,71442
226854,1420987
226854,1018063
226854,1223613
226854,713484
226854,111222
226854,1289503
512015,615569
512015,750223
512015,756614
512015,36879
512015,1254299
512015,320116
512015,761246
512015,998190
512015,1353435
512015,807154
512015,169171
512015,200352
512015,804991
524970,980268
524970,1478992
524970,89941
524970,1262219
524970,1067247
524970,1511370
524970,191801
524970,1227617
524970,1129772
524970,1420987
524970,3504
524970,1234820
524970,610383
524970,133979
524970,438893
981920,237628
981920,113469
981920,1133462
981920,591371
981920,517376
981920,267335
981920,1582514
981920,874903
981920,1387977
981920,382836
981920,750223
981920,976963
981920,1007050
1341609,582849
1341609,1044272
1341609,1138575
1341609,1575101
2418,809611
2418,1243575
1243575,1345028
2567,204906
2567,1264584
2567,1096802
204906,84460
204906,424863
204906,489439
204906,826846
204906,1049989
204906,1146454
204906,1562458
204906,1567821
204906,301574
1264584,347965
1264584,188735
3172,223020
3172,384173
3172,966569
223020,264808
223020,633593
223020,1242987
223020,1452846
3258,171016
3258,196153
3258,746607
3258,422057
3258,1197731
3258,947031
3258,1105410
171016,1479409
410619,257250
410619,97672
410619,1288149
410619,1191201
410619,1469686
410619,1353435
410619,421088
410619,1551084
410619,1041796
410619,746130
410619,726480
410619,633173
410619,945424
410619,1486568
410619,1564452
410619,1182355
612565,1041716
612565,580906
612565,264593
612565,1464746
612565,395566
612565,812127
612565,516803
612565,11577
612565,771454
612565,917204
612565,594918
612565,1235926
612565,84136
612565,96051
612565,284379
612565,1556835
612565,790701
612565,1289503
612565,1455914
612565,755929
612565,1053503
612565,1309629
612565,1165757
612565,746943
612565,1413318
612565,256671
612565,815213
612565,273554
612565,1431269
974037,395566
974037,934838
974037,1092844
974037,776769
974037,501804
974037,1209831
974037,383390
974037,1464746
974037,531033
974037,1017907
974037,625243
974037,294612
974037,774135
974037,567054
974037,790701
974037,75936
974037,1482802
974037,814762
974037,636984
974037,1107620
974037,113469
974037,1046888
974891,256596
974891,91614
974891,1331931
974891,1275398
974891,1328043
974891,815213
974891,1040099
974891,733816
974891,1403213
974891,715607
974891,755929
974891,256671
974891,71442
974891,571176
974891,163536
3371,732530
3371,1085972
163245,1156662
163245,1264895
163245,882422
163245,1439677
163245,1204568
163245,1092844
163245,468232
163245,588861
163245,1542031
163245,579622
732530,1055995
732530,1517433
732530,1524621
732530,204246
3504,536119
3504,1413579
3504,75936
3504,625619
3504,755929
3504,18384
3504,633173
3504,379342
3504,1135279
3504,229637
3504,352613
3504,1564334
3504,623579
3504,156114
3504,330434
3504,184377
3504,761246
3504,135017
3504,710986
3504,1491295
3504,436502
3504,804991
3504,363598
31656,11854
31656,392886
31656,320116
31656,887548
31656,794291
31656,699212
31656,736047
31656,223282
31656,1008718
31656,1394242
31656,133979
31656,980268
31656,1531685
31656,673976
31656,52286
31656,111222
203903,289831
203903,976963
203903,981205
203903,756614
203903,403253
203903,1105713
203903,1258429
203903,945424
203903,863340
203903,135239
203903,1196842
203903,891043
203903,182936
237628,1087507
237628,612386
237628,1234820
237628,1292886
237628,126389
237628,1554715
237628,802252
237628,1241472
237628,255925
237628,815309
237628,1511370
237628,771454
237628,1436707
237628,1265600
237628,1129772
237628,1127959
237628,701663
237628,1193048
237628,572334
237628,1413318
237628,974314
237628,820906
237628,870785
237628,1364337
237628,262930
324818,1152770
324818,1557613
324818,206143
414940,1227749
414940,965309
603121,396160
603121,794626
603121,909898
603121,1011288
603121,1246960
603121,1328918
603121,930490
603121,337647
610383,802680
610383,327514
610383,945424
610383,264593
610383,948985
610383,1254299
610383,467052
610383,277913
610383,807154
612386,1261231
612386,1413318
612386,673976
612386,1067683
612386,457693
612386,1129772
612386,892441
612386,1420317
612386,59297
612386,374336
612386,1191339
612386,611695
612386,536119
612386,351154
612386,790544
612386,567054
612386,36879
612386,962895
639151,729107
639151,325635
639151,1482802
639151,976963
639151,945424
639151,682442
639151,1232791
639151,256412
639151,37630
639151,540275
639151,974042
639151,950421
639151,802661
729107,158850
729107,1379246
729107,309584
729107,109085
729107,226715
729107,1560103
729107,502251
729107,895302
729107,64826
729107,1306188
729107,585183
756614,52286
756614,874903
756614,1511370
756614,732094
756614,1451178
756614,1292886
756614,161830
756614,749341
756614,71989
756614,1001133
756614,1201999
756614,1111208
756614,1092326
756614,736047
756614,91614
756614,366097
756614,59297
756614,1331495
756614,72705
756614,804005
756614,592526
756614,1071915
756614,247934
756614,1262219
756614,962111
766014,1368815
766014,248505
766014,623579
766014,524083
766014,457693
766014,671840
766014,567054
766014,853209
766014,579622
766014,760090
766014,247934
766014,1017970
766014,113517
766014,46494
766014,948985
766014,1001931
766014,1440786
766014,1451178
766014,673976
766014,420908
766014,32102
766014,284379
766014,200352
766014,243249
827436,777812
827436,1380294
827436,367269
827436,756399
879829,707983
879829,920896
879829,1076455
879829,1557144
879829,331169
879829,223022
974314,1511370
974314,1463616
974314,746130
974314,1373851
974314,870678
974314,494068
974314,1262219
974314,37630
974314,806127
974314,592526
974314,1001133
974314,273738
974314,1350904
974314,246162
974314,1497061
974314,963571
974314,393000
974314,1046888
974314,457527
974314,736047
974314,1239782
974314,1440786
974314,1397788
974314,1560630
974314,1017970
1040099,1018063
1040099,823144
1040099,46494
1040099,1058639
1040099,105520
1040099,1569935
1040099,989005
1040099,1464968
1040099,762491
1040099,544269
1040099,82530
1040099,181697
1040099,866781
1040099,395566
1040099,1445323
1040099,466587
1040099,895302
1086186,1306257
1086186,1344082
1086186,1401081
1086186,259314
1086186,1551324
1086186,545234
1086186,1567570
1086186,1331475
1086186,1354731
1086186,1281040
1152770,428998
1152770,953638
1152770,1020009
1152770,1335045
1185022,325445
1185022,568723
1185022,1206274
1185022,515994
1203522,33375
1203522,1388111
1203522,802252
1203522,77968
1203522,354107
1203522,1151568
1203522,1354211
1203522,1275398
1203522,403253
1203522,700530
1203522,115566
1203522,844241
1203522,1175615
1203522,667477
1203522,1236499
1203522,392886
1203522,1046888
1203522,1421191
1203522,357866
1203522,246288
1203522,781666
1203522,1234820
1203522,805053
1203522,1197546
1203522,459610
1203522,1339474
1203522,1518962
1203522,67497
1203522,325827
1203522,1439847
1203522,156114
1334845,1568049
1334845,835207
1334845,1061290
1334845,591707
1334845,437434
1334845,1471403
1334845,1149000
1334845,833605
1436707,82530
1436707,1462731
1436707,579622
1436707,584505
1436707,1423895
1436707,228277
1436707,368163
1436707,1077760
1436707,1191476
1436707,395566
1436707,1236499
1436707,1416184
1436707,1551084
1436707,1558275
1436707,479047
1436707,728954
1436707,1122008
1436707,109085
1436707,544269
1436707,667166
1436707,1491295
1436707,289831
1436707,1032096
1436707,214559
1436707,310888
1436707,498028
1436707,1560103
1436707,226715
1445323,1141728
1445323,945424
1445323,228289
1445323,694526
1445323,623579
1445323,72705
1445323,963571
1445323,1227617
1445323,498028
1445323,1035639
1445323,483084
1445323,395566
1445323,998190
1445323,1017907
1475868,1227749
1475868,156158
1475868,1553849
1475868,1099068
1475868,68266
1475868,1476386
1475868,651948
1475868,1587347
1487754,518250
1487754,72705
1487754,989434
1487754,169171
1487754,265970
1487754,485354
1487754,918573
1487754,323161
1487754,790544
1487754,288611
1487754,1067247
1487754,330434
1487754,1413579
1487754,44319
1487754,499454
1487754,535428
1487754,1439677
1487754,253616
1487754,1388111
1487754,853209
1550569,746130
1550569,71442
1550569,1531685
1550569,96051
1550569,567054
1550569,158850
1550569,84136
1550569,1135279
1550569,807154
1550569,184377
1550569,1455914
1550569,553916
1550569,37128
1550569,675367
1550569,392886
1550569,277913
1550569,1358950
1550569,594918
1550569,45245
1550569,305710
1550569,158297
1550569,67497
1550569,1053503
1550569,604045
1550569,945424
1550569,470379
1550569,155987
1550569,363598
1554715,1497061
1554715,554949
1554715,1580675
1554715,863340
1554715,1234820
1554715,229637
1554715,1236499
1554715,1025998
1554715,1234378
1554715,1262219
1554715,1439677
1554715,223982
1554715,768325
1554715,266195
1554715,736671
1554715,1041716
1554715,140424
1554715,288611
1554715,959604
1554715,579622
