node1,node2,network
1341525,485354,0
1341525,1560103,0
1341525,1486568,0
1341525,416771,0
1341525,265970,0
1341525,693740,0
1341525,248505,0
1341525,580906,0
1341525,75936,0
1341525,612565,0
1341525,503051,0
1341525,256671,0
1341525,337431,0
1341525,736671,0
1341525,235454,0
1341525,226854,0
1341525,744364,0
1419451,664552,0
1419451,116669,0
1419451,1351840,0
1419451,141816,0
1419451,150993,0
1419451,1368815,0
1419451,61169,0
1419451,1078045,0
1419451,310474,0
1419451,80724,0
1436802,252261,0
1436802,1322831,0
1476360,189685,0
1476360,1354211,0
1476360,104370,0
1476360,1420317,0
1476360,165380,0
1476360,228277,0
1476360,1413209,0
1476360,1331495,0
1476360,1459583,0
1476360,649512,0
1476360,1174918,0
1476360,1381777,0
1476360,1464968,0
1476360,495689,0
1476360,483084,0
1476360,468232,0
1476360,1469686,0
1476360,30544,0
1546330,1223613,0
1546330,608389,0
1546330,802680,0
1546330,1564452,0
1546330,1469686,0
1546330,123372,0
1546330,1306181,0
1546330,379762,0
1546330,576934,0
1546330,1381777,0
1546330,1122008,0
1546330,1206395,0
1546330,1466107,0
1546330,466587,0
1546330,406295,0
1546330,1141127,0
1546330,303837,0
1546330,89941,0
1546330,1518962,0
2079,516449,0
2079,317292,0
2079,1266507,0
2079,1254800,0
2079,510268,0
833551,169605,0
833551,698827,0
833551,267583,0
833551,1462092,0
833551,738183,0
833551,415743,0
972887,219969,0
979919,144907,0
979919,456872,0
979919,1250059,0
979919,1043923,0
1042195,839763,0
1042195,1190503,0
1042195,1449237,0
1042195,1346863,0
1365367,936595,0
1365367,261546,0
1365367,1215917,0
2237,616428,0
2237,962895,0
2237,71989,0
2237,246162,0
2237,1098361,0
2237,414417,0
2237,1201999,0
2237,1476233,0
2237,840189,0
2237,352613,0
2237,44319,0
2237,91614,0
2237,1491295,0
2237,870678,0
2237,467052,0
2237,1127959,0
2237,1552244,0
53028,1482807,0
53028,449653,0
53028,1242597,0
53028,1292127,0
53028,1331475,0
53028,615315,0
53028,729496,0
364867,995482,0
364867,1234098,0
364867,724887,0
364867,429933,0
402555,989005,0
402555,434010,0
402555,123372,0
402555,1373851,0
402555,887548,0
402555,223282,0
402555,84136,0
402555,10152,0
402555,1518962,0
402555,1129606,0
402555,330434,0
402555,379762,0
402555,1067683,0
402555,892441,0
402555,1301974,0
402555,256578,0
402555,768325,0
402555,1510740,0
402555,284379,0
518400,106179,0
518400,517376,0
518400,610383,0
518400,201203,0
518400,933901,0
518400,408054,0
518400,1554289,0
518400,77686,0
518400,615307,0
518400,845849,0
518400,932620,0
569305,155103,0
569305,1552244,0
569305,870785,0
569305,1032096,0
569305,109085,0
569305,498028,0
569305,233012,0
569305,540275,0
569305,869232,0
569305,111222,0
569305,253616,0
569305,309584,0
569305,1292614,0
569305,760090,0
569305,1467392,0
569305,672474,0
569305,1387406,0
