node1,node2
869232,518400
869232,1129606
869232,720388
869232,2237
869232,668347
869232,863929
869232,1029248
869232,1109907
869232,886616
869232,1338486
869232,720915
869232,101817
869232,827609
869232,1422026
869232,13475
53028,216315
53028,1330910
53028,572409
53028,357866
53028,756569
53028,1422026
364867,331070
364867,612565
364867,720915
1330910,104613
1330910,196153
1330910,216315
1330910,243249
1330910,247934
1330910,288611
1330910,1035639
1330910,461118
1330910,746943
1330910,612565
1330910,617944
1330910,457527
1330910,1301974
1330910,899070
1330910,579622
1330910,986347
1330910,1029248
1330910,1292886
1330910,1338486
518400,177745
518400,230778
518400,1035639
518400,1182426
518400,612565
518400,863929
518400,579622
518400,1029248
518400,1304359
518400,959604
518400,357866
1129606,216315
1129606,243249
1129606,1420488
1129606,1035639
1129606,524083
1129606,536119
1129606,612565
1129606,736671
1129606,579622
1129606,200352
1129606,1420987
1129606,1292886
1129606,1338486
1129606,101817
1129606,827609
1129606,675367
720388,187118
720388,216315
720388,388433
720388,572409
720388,1292886
720388,1422026
720388,1431269
2237,177745
2237,243249
2237,1006458
2237,1182426
2237,536119
2237,564754
2237,357866
2237,698657
2237,736671
2237,771114
2237,791765
2237,797790
2237,810975
2237,816716
2237,200352
2237,715923
2237,1458385
2237,1153167
2237,1183094
2237,438893
2237,1262219
2237,1292886
2237,959604
2237,1338486
2237,1343411
2237,827609
2237,1422026
2237,1499580
2237,13475
668347,243249
668347,422057
668347,1182426
668347,524083
668347,816716
668347,741545
668347,579622
668347,882422
668347,438893
668347,886616
668347,1292886
668347,101817
668347,1495618
863929,177745
863929,236177
863929,1328043
863929,402555
863929,323161
863929,462302
863929,93173
863929,357866
863929,715923
863929,1109907
863929,1262219
863929,1289497
863929,1422026
863929,1431269
863929,1442886
863929,1560836
1029248,612565
1029248,579622
1029248,1292886
1029248,1338486
1029248,1422026
1109907,384419
1109907,1338500
1109907,1262219
1109907,1338486
1109907,720915
1109907,827609
1109907,1420317
1109907,1507159
886616,92129
886616,1182426
886616,524083
886616,93173
886616,685224
886616,833498
886616,579622
886616,1420987
886616,438893
886616,1292886
886616,101817
886616,1422026
1338486,3258
1338486,165380
1338486,155103
1338486,243249
1338486,247934
1338486,323161
1338486,1035639
1338486,416771
1338486,1006458
1338486,461118
1338486,536119
1338486,746943
1338486,612565
1338486,617944
1338486,736671
1338486,1301974
1338486,754333
1338486,899070
1338486,579622
1338486,1262219
1338486,1292886
1338486,870785
1338486,774135
1338486,1017970
1338486,1168858
1338486,1073371
1338486,1422026
1338486,1431269
1338486,675367
1338486,1442886
1338486,1451178
1338486,1486568
720915,54647
720915,176018
720915,461118
720915,512097
720915,612565
720915,1177552
720915,1262219
720915,324877
720915,1420317
720915,1507769
101817,1182426
101817,524083
101817,536119
101817,833498
101817,324877
101817,579622
101817,200352
101817,1043923
101817,1264895
101817,1110503
101817,1131918
101817,1262219
101817,1262621
101817,1292886
101817,1420317
101817,1422026
101817,1499580
101817,13475
101817,1567570
827609,106038
827609,243249
827609,323161
827609,422057
827609,1006458
827609,462302
827609,1182426
827609,518683
827609,608389
827609,612565
827609,712469
827609,736671
827609,752221
827609,816716
827609,579622
827609,1095707
827609,1183094
827609,1422026
827609,13475
1422026,54554
1422026,91614
1422026,216315
1422026,243249
1422026,323161
1422026,388433
1422026,413658
1422026,1006458
1422026,1182426
1422026,93173
1422026,572409
1422026,612565
1422026,698657
1422026,200352
1422026,1041796
1422026,1469686
1422026,1183094
1422026,1420987
1422026,1253384
1422026,1262219
1422026,1292886
1422026,1317743
1422026,959604
1422026,395566
1422026,1431269
1422026,1499580
1422026,13475
1422026,1560836
13475,422057
13475,1182426
13475,698657
13475,882422
13475,1183094
13475,1262219
13475,959604
2258,61507
2258,226854
2258,512015
2258,524970
2258,981920
2258,1341609
61507,236510
61507,524970
61507,981920
226854,44319
226854,46494
226854,67497
226854,133979
226854,158850
226854,169171
226854,209972
226854,264593
226854,290801
226854,315396
226854,320116
226854,441176
226854,474656
226854,512015
226854,535428
226854,733816
226854,781666
226854,804991
226854,820906
226854,840189
226854,887548
226854,933824
226854,962111
226854,963043
226854,981920
226854,1007050
226854,1110874
226854,1165757
226854,1226831
226854,1306188
226854,1356292
226854,1451178
226854,1580675
512015,158850
512015,209972
512015,441176
512015,535428
512015,933824
512015,965375
512015,981920
512015,1001125
512015,1008718
512015,1356292
512015,1451178
524970,18384
524970,46494
524970,54647
524970,77968
524970,187442
524970,264593
524970,284379
524970,474656
524970,693740
524970,820906
524970,981920
524970,1225276
524970,1415686
981920,77968
981920,209972
981920,264593
981920,441176
981920,474656
981920,693740
981920,933824
981920,1225276
981920,1415686
1341609,582849
1341609,1044272
1341609,1138575
1341609,1575101
2418,809611
2418,1243575
1243575,1345028
2567,204906
2567,1264584
2567,1096802
204906,84460
204906,424863
204906,489439
204906,826846
204906,1049989
204906,1146454
204906,1562458
204906,1567821
204906,301574
1264584,169171
1264584,347965
1264584,1009157
3172,223020
3172,384173
3172,966569
223020,264808
223020,633593
223020,1242987
223020,1452846
3258,171016
3258,196153
3258,1035639
3258,612565
3258,579622
3258,200352
171016,240621
1035639,243249
1035639,1182426
1035639,572409
1035639,612565
1035639,736671
1035639,797790
1035639,579622
1035639,1261231
1035639,1168858
1035639,1292886
1035639,1294355
1035639,1073371
612565,106038
612565,155103
612565,216315
612565,243249
612565,320914
612565,323161
612565,1006458
612565,461118
612565,536119
612565,572409
612565,141816
612565,657145
612565,674135
612565,736671
612565,579622
612565,715923
612565,1420987
612565,1244608
612565,1262219
612565,1292886
612565,1073371
612565,1431269
612565,1499580
612565,1560836
579622,23839
579622,243249
579622,320914
579622,331070
579622,524083
579622,797790
579622,833498
579622,1264895
579622,882422
579622,1177552
579622,438893
579622,1292886
579622,1499580
200352,144907
200352,177745
200352,236177
200352,243249
200352,660301
200352,524083
200352,140424
200352,715923
200352,882422
200352,1262219
200352,1343411
200352,1420317
3371,163245
3371,732530
163245,137920
163245,289547
163245,527836
163245,684951
163245,732530
163245,892560
163245,982908
163245,1055995
163245,1305961
163245,1517433
163245,1524621
732530,1055995
732530,1517433
732530,1524621
3504,31656
3504,203903
3504,237628
3504,324818
3504,414940
3504,603121
3504,610383
3504,612386
3504,639151
3504,729107
3504,756614
3504,766014
3504,827436
3504,879829
3504,974314
3504,1040099
3504,1086186
3504,1152770
3504,1185022
3504,1203522
3504,1334845
3504,1436707
3504,1445323
3504,1475868
3504,1487754
3504,1550569
3504,1554715
31656,157174
31656,203903
31656,237628
31656,437666
31656,612386
31656,639151
31656,729107
31656,756614
31656,766014
31656,974314
31656,1040099
31656,1203522
31656,1423895
31656,1436707
31656,1510740
31656,1550569
31656,1554715
203903,443676
203903,660588
203903,691454
203903,756614
203903,766014
203903,790611
203903,1040099
203903,1203522
203903,1209831
203903,1423895
203903,1436707
203903,1554715
237628,59297
237628,217709
237628,226715
237628,329731
237628,437666
237628,612386
237628,625619
237628,639151
237628,729107
237628,756614
237628,766014
237628,820434
237628,827436
237628,836524
237628,974314
237628,1040099
237628,1086186
237628,1129076
237628,1203522
237628,1227749
237628,1350904
237628,1423895
237628,1436707
237628,1445323
237628,1449660
237628,1464657
237628,1475868
237628,1487754
324818,1152770
324818,1203522
414940,1227749
603121,396160
603121,794626
603121,909898
603121,1011288
603121,1246960
603121,1328918
603121,1423895
610383,437666
610383,755752
610383,756614
610383,766014
610383,1040099
610383,1203522
610383,1209831
610383,1423895
610383,1436707
610383,1550569
610383,1554715
612386,59297
612386,73942
612386,121657
612386,226715
612386,428998
612386,437666
612386,485133
612386,639151
612386,729107
612386,756614
612386,1040099
612386,1196842
612386,1203522
612386,1423895
612386,1445323
612386,1487754
612386,1510740
612386,1550569
612386,1554715
639151,217709
639151,226715
639151,625619
639151,729107
639151,879829
639151,1203522
639151,1209831
639151,1445323
639151,1510740
639151,1550569
639151,1554715
639151,1557144
729107,226715
729107,756614
729107,974314
729107,1040099
729107,1203522
729107,1235460
729107,1445323
729107,1487754
729107,1510740
729107,1550569
756614,29019
756614,217709
756614,226715
756614,329731
756614,437666
756614,625619
756614,766014
756614,974314
756614,1040099
756614,1086186
756614,1178617
756614,1196842
756614,1203522
756614,1209831
756614,1227749
756614,1436707
756614,1445323
756614,1449660
756614,1464657
756614,1487823
756614,1516993
756614,1550569
756614,1554715
766014,217709
766014,761895
766014,857228
766014,974314
766014,1040099
766014,1051038
766014,1176898
766014,1184687
766014,1196842
766014,1203522
766014,1300474
766014,1350904
766014,1366781
766014,1436707
766014,1449660
766014,1475868
766014,1487754
766014,1510740
766014,1550569
766014,1554715
827436,777812
827436,1380294
879829,707983
879829,920896
879829,1076455
879829,1557144
974314,64203
974314,111365
974314,113124
974314,226715
974314,437666
974314,595410
974314,625619
974314,832461
974314,951964
974314,1040099
974314,1084517
974314,1203522
974314,1209831
974314,1357158
974314,1436707
974314,1445323
974314,1510740
974314,1550569
974314,1554715
974314,1568049
1040099,437666
1040099,478614
1040099,1178617
1040099,1203522
1040099,1436707
1040099,1445323
1040099,1487754
1040099,1510740
1040099,1550569
1040099,1554715
1086186,217709
1086186,625619
1086186,1203522
1086186,1306257
1086186,1344082
1086186,1550569
1086186,1209831
1152770,217709
1152770,428998
1152770,1203522
1152770,1550569
1185022,325445
1185022,568723
1185022,1206274
1203522,59297
1203522,217709
1203522,226715
1203522,329731
1203522,595410
1203522,625619
1203522,1178617
1203522,1196842
1203522,437666
1203522,1227749
1203522,1334845
1203522,1350904
1203522,1436707
1203522,1445323
1203522,1449660
1203522,1458038
1203522,1464657
1203522,1487754
1203522,1550569
1203522,1554715
1203522,1568049
1334845,1196842
1334845,1209831
1334845,1436707
1334845,1445323
1334845,1554715
1334845,1568049
1436707,59297
1436707,329731
1436707,437666
1436707,595410
1436707,625619
1436707,755752
1436707,763519
1436707,1178617
1436707,1196842
1436707,1247867
1436707,1350904
1436707,1423895
1436707,1445323
1436707,1449660
1436707,1475868
1436707,1487754
1436707,1510740
1436707,1550569
1436707,1554715
1436707,1568049
1445323,226715
1445323,1196842
1445323,1423895
1445323,1458038
1445323,1464657
1445323,1475868
1475868,1227749
1475868,1423895
1475868,1554715
1487754,60865
1487754,226715
1487754,609261
1487754,726442
1487754,1196842
1487754,1209831
1487754,1261890
1487754,1350904
1487754,1430685
1487754,1430712
1487754,1460903
1487754,59622
1487754,1510740
1487754,1550569
1487754,1554715
1550569,217709
1550569,226715
1550569,321928
1550569,625619
1550569,755752
1550569,1178617
1550569,1196842
1550569,1209831
1550569,1227749
1550569,1261890
1550569,1350904
1550569,1449660
1550569,1464657
1550569,1510740
1550569,1554715
1554715,217709
1554715,226715
1554715,437666
1554715,625619
1554715,1178617
1554715,1209831
1554715,1350904
1554715,1449660
1554715,1464657
1554715,1510740
3920,918409
918409,113469
918409,934838
3960,1298248
3960,1437531
1298248,51413
1298248,1345018
1437531,125183
1437531,700611
4331,15540
4331,386457
15540,386457
15540,508619
4523,240621
4523,1394242
4523,917204
4523,395566
4523,510268
4523,536119
4523,937070
4523,1376926
4523,699212
4523,883311
4523,158297
4523,1110503
4523,1151667
4523,1359505
4523,71989
4523,776769
4523,1055302
4523,1359217
4523,1133386
4523,503051
4523,410619
4523,1542031
240621,844241
240621,823144
240621,156114
240621,880423
240621,802661
240621,267335
240621,309584
240621,672474
240621,1133386
240621,1265600
240621,303837
240621,395566
240621,484526
240621,787210
240621,503051
240621,536119
240621,573034
240621,633173
240621,736671
240621,785664
240621,1478992
240621,978627
240621,158297
240621,1264895
240621,1110503
240621,1168858
240621,1360494
240621,746130
240621,1151667
240621,1354211
240621,1376045
240621,71989
240621,776769
240621,97672
240621,1551085
240621,1567570
240621,937070
240621,999209
240621,1361104
240621,948985
240621,1055302
240621,1510983
240621,1542031
1394242,823144
1394242,1450792
1394242,963571
1394242,152709
1394242,259286
1394242,917204
1394242,384419
1394242,395566
1394242,484526
1394242,787210
1394242,510268
1394242,536119
1394242,389079
1394242,594918
1394242,736671
1394242,699212
1394242,901621
1394242,1397788
1394242,1261231
1394242,1537917
1394242,1168858
1394242,974891
1394242,1055302
1394242,1567570
1394242,802661
1394242,351154
1394242,303837
1394242,779837
1394242,71989
917204,1450792
917204,152709
917204,1265600
917204,303837
917204,395566
917204,600665
917204,613299
917204,616316
917204,1261231
917204,158297
917204,1139067
917204,1073371
917204,1403796
917204,71989
917204,776769
917204,1438224
917204,97672
917204,1569672
917204,937070
395566,823144
395566,28548
395566,844241
395566,155103
395566,152709
395566,156114
395566,259286
395566,1133386
395566,1265600
395566,346137
395566,368190
395566,303837
395566,141816
395566,802661
395566,415904
395566,1286075
395566,787210
395566,503051
395566,510268
395566,536119
395566,937070
395566,594918
395566,1376926
395566,736671
395566,699212
395566,1041716
395566,1397788
395566,1261231
395566,158297
395566,1110503
395566,1537917
395566,1151667
395566,1073371
395566,974891
395566,776769
395566,1420874
395566,1055302
395566,97672
395566,1542031
395566,1227617
395566,389079
395566,1168858
395566,1317743
395566,71989
395566,1431269
395566,1457258
510268,1055302
510268,1359505
510268,776769
536119,844241
536119,155103
536119,156114
536119,1265600
536119,384419
536119,787210
536119,503051
536119,823144
536119,303837
536119,937070
536119,594918
536119,1376926
536119,736671
536119,699212
536119,1041716
536119,899070
536119,1397788
536119,1110503
536119,1537917
536119,1168858
536119,1262219
536119,1292886
536119,71989
536119,776769
536119,675367
536119,1542031
536119,1261231
536119,1153167
536119,1055302
937070,823144
937070,802661
937070,303837
937070,787210
937070,503051
937070,1265600
937070,736671
937070,699212
937070,1110503
937070,1168858
937070,71989
937070,776769
937070,97672
937070,1542031
937070,600665
937070,457527
937070,1292886
1376926,844241
1376926,303837
1376926,93173
1376926,473191
1376926,594918
1376926,736671
1376926,901621
1376926,1110503
1376926,1168858
1376926,158297
699212,28548
699212,91614
699212,152709
699212,802661
699212,1265600
699212,303837
699212,487924
699212,787210
699212,503051
699212,594918
699212,736671
699212,1041716
699212,950421
699212,1261231
699212,1110503
699212,1168858
699212,71989
699212,776769
699212,97672
699212,1542031
699212,1397788
699212,1537917
699212,1151667
699212,974891
699212,1420874
699212,1457258
883311,101929
883311,594918
883311,1110503
883311,71989
883311,97672
883311,1488336
883311,776769
158297,152709
158297,228277
158297,1265600
158297,303837
158297,415904
158297,113469
158297,787210
158297,503051
158297,113517
158297,785664
158297,496113
158297,804677
158297,846311
158297,978627
158297,1261231
158297,28548
158297,133553
158297,273554
158297,484526
158297,779837
158297,1110503
158297,1537917
158297,1168858
158297,1217346
158297,71989
158297,1542031
158297,1211224
1110503,1450792
1110503,91614
1110503,844241
1110503,113077
1110503,802661
1110503,1265600
1110503,368190
1110503,1227617
1110503,787210
1110503,503051
1110503,736671
1110503,1261231
1110503,38493
1110503,148152
1110503,317292
1110503,303837
1110503,594918
1110503,1397788
1110503,1151667
1110503,776769
1110503,1431269
1110503,675367
1110503,1542031
1110503,1168858
1151667,1508729
1151667,1133386
1151667,484526
1151667,503051
1151667,619860
1151667,594918
1151667,1397788
1151667,978627
1151667,1168858
1151667,1262621
1151667,113077
1151667,152709
1151667,152997
1151667,672474
1151667,303837
1151667,473191
1151667,785664
1151667,1041716
1151667,1261231
1151667,1073371
1151667,1376045
1151667,776769
1151667,1055302
1151667,1542031
1151667,71989
1151667,1551085
